"vector:0","vector:1","vector:2","concentration","vorticity","stream","arc_length","Points:0","Points:1","Points:2"
-0.40738,-1.4428,0,0,0,0,2.6696,-1.4428,0.40738,0
-0.38535,-1.4484,0,0,0,0,2.6924,-1.4484,0.38535,0
-0.2549,-1.4757,0,0,0,0,2.8256,-1.4757,0.2549,0
-0.11538,-1.4939,0,0,0,0,2.9663,-1.4939,0.11538,0
-0.088594,-1.4963,0,0,0,0,2.9932,-1.4963,0.088594,0
-0.066316,-1.4972,0,0,0,0,3.0155,-1.4972,0.066316,0
0.094744,-1.4949,0,0,0,0,3.1766,-1.4949,-0.094744,0
0.15889,-1.4887,0,0,0,0,3.2411,-1.4887,-0.15889,0
0.26168,-1.4741,0,0,0,0,3.3449,-1.4741,-0.26168,0
0.42344,-1.4385,0,0,0,0,3.5105,-1.4385,-0.42344,0
0.429,-1.4371,0,0,0,0,3.5162,-1.4371,-0.429,0
0.43252,-1.436,0,0,0,0,3.5199,-1.436,-0.43252,0
0.57264,-1.3823,0,0,0,0,3.67,-1.3823,-0.57264,0
0.67736,-1.3348,0,0,0,0,3.785,-1.3348,-0.67736,0
0.73275,-1.3053,0,0,0,0,3.8477,-1.3053,-0.73275,0
0.82667,-1.2473,0,0,0,0,3.9581,-1.2473,-0.82667,0
0.89505,-1.2011,0,0,0,0,4.0406,-1.2011,-0.89505,0
0.9975,-1.1146,0,0,0,0,4.1747,-1.1146,-0.9975,0
1.0549,-1.0649,0,0,0,0,4.2507,-1.0649,-1.0549,0
1.0694,-1.0505,0,0,0,0,4.2711,-1.0505,-1.0694,0
1.0938,-1.0225,0,0.0070685,0.0070685,0.0070685,4.3082,-1.0225,-1.0938,0
1.1936,-0.90391,0,0.080653,0.080653,0.080653,4.4632,-0.90391,-1.1936,0
1.2905,-0.76345,0,0.37139,0.37139,0.37139,4.6338,-0.76345,-1.2905,0
1.2949,-0.75635,0,0.38478,0.38478,0.38478,4.6422,-0.75635,-1.2949,0
1.2998,-0.74748,0,0.3994,0.3994,0.3994,4.6523,-0.74748,-1.2998,0
1.3547,-0.63822,0,0.56423,0.56423,0.56423,4.7746,-0.63822,-1.3547,0
1.4065,-0.51884,0,0.71947,0.71947,0.71947,4.9047,-0.51884,-1.4065,0
1.4105,-0.50841,0,0.73164,0.73164,0.73164,4.9159,-0.50841,-1.4105,0
1.4151,-0.49511,0,0.74521,0.74521,0.74521,4.93,-0.49511,-1.4151,0
1.4559,-0.34544,0,0.86783,0.86783,0.86783,5.0851,-0.34544,-1.4559,0
1.4724,-0.25485,0,0.91723,0.91723,0.91723,5.1772,-0.25485,-1.4724,0
1.4953,-0.081709,0,0.9858,0.9858,0.9858,5.3519,-0.081709,-1.4953,0
1.4976,-0.045546,0,0.99267,0.99267,0.99267,5.3881,-0.045546,-1.4976,0
1.4967,0.0073993,0,0.99014,0.99014,0.99014,5.441,0.0073993,-1.4967,0
1.4912,0.13457,0,0.97356,0.97356,0.97356,5.5683,0.13457,-1.4912,0
1.4766,0.25286,0,0.92984,0.92984,0.92984,5.6875,0.25286,-1.4766,0
1.4705,0.29067,0,0.91158,0.91158,0.91158,5.7258,0.29067,-1.4705,0
1.4627,0.32326,0,0.88805,0.88805,0.88805,5.7593,0.32326,-1.4627,0
1.4211,0.47038,0,0.76342,0.76342,0.76342,5.9122,0.47038,-1.4211,0
1.3894,0.55858,0,0.66807,0.66807,0.66807,6.006,0.55858,-1.3894,0
1.3551,0.63727,0,0.56517,0.56517,0.56517,6.0918,0.63727,-1.3551,0
1.3228,0.70335,0,0.46828,0.46828,0.46828,6.1654,0.70335,-1.3228,0
1.2671,0.79611,0,0.30128,0.30128,0.30128,6.2735,0.79611,-1.2671,0
1.2297,0.85407,0,0.18912,0.18912,0.18912,6.3425,0.85407,-1.2297,0
1.1859,0.91464,0,0.07866,0.07866,0.07866,6.4172,0.91464,-1.1859,0
1.1417,0.9701,0,0,0,0,6.4882,0.9701,-1.1417,0
1.0571,1.0608,0,0,0,0,6.6122,1.0608,-1.0571,0
1.0256,1.0927,0,0,0,0,6.657,1.0927,-1.0256,0
1.0144,1.103,0,0,0,0,6.6723,1.103,-1.0144,0
0.90153,1.1957,0,0,0,0,6.8183,1.1957,-0.90153,0
0.86592,1.2244,0,0,0,0,6.8641,1.2244,-0.86592,0
0.86122,1.2277,0,0,0,0,6.8698,1.2277,-0.86122,0
0.72677,1.3085,0,0,0,0,7.0266,1.3085,-0.72677,0
0.67355,1.3378,0,0,0,0,7.0874,1.3378,-0.67355,0
0.56729,1.3861,0,0,0,0,7.2041,1.3861,-0.56729,0
0.51045,1.4083,0,0,0,0,7.2652,1.4083,-0.51045,0
0.37914,1.4482,0,0,0,0,7.4024,1.4482,-0.37914,0
0.33253,1.4606,0,0,0,0,7.4506,1.4606,-0.33253,0
0.27301,1.471,0,0,0,0,7.511,1.471,-0.27301,0
0.15623,1.4892,0,0,0,0,7.6292,1.4892,-0.15623,0
0.029462,1.495,0,0,0,0,7.7561,1.495,-0.029462,0
-0.040681,1.4964,0,0,0,0,7.8263,1.4964,0.040681,0
-0.081336,1.4956,0,0,0,0,7.8669,1.4956,0.081336,0
-0.1981,1.4825,0,0,0,0,7.9844,1.4825,0.1981,0
-0.26863,1.4743,0,0,0,0,8.0555,1.4743,0.26863,0
-0.29807,1.4679,0,0,0,0,8.0856,1.4679,0.29807,0
-0.45285,1.4279,0,0,0,0,8.2455,1.4279,0.45285,0
-0.50927,1.4084,0,0,0,0,8.3051,1.4084,0.50927,0
-0.59946,1.3724,0,0,0,0,8.4022,1.3724,0.59946,0
-0.70395,1.3218,0,0,0,0,8.5183,1.3218,0.70395,0
-0.73807,1.3039,0,0,0,0,8.5569,1.3039,0.73807,0
-0.80365,1.2628,0,0,0,0,8.6343,1.2628,0.80365,0
-0.88135,1.2096,0,0,0,0,8.7285,1.2096,0.88135,0
-0.91585,1.184,0,0,0,0,8.7714,1.184,0.91585,0
-1.0471,1.0723,0,0,0,0,8.9438,1.0723,1.0471,0
-1.0577,1.0632,0,0,0,0,8.9577,1.0632,1.0577,0
-1.0613,1.0597,0,0,0,0,8.9628,1.0597,1.0613,0
-1.0841,1.0338,0,0,0,0,8.9973,1.0338,1.0841,0
-1.1863,0.91614,0,0,0,0,9.1531,0.91614,1.1863,0
-1.2016,0.89549,0,0,0,0,9.1788,0.89549,1.2016,0
-1.2803,0.77541,0,0,0,0,9.3224,0.77541,1.2803,0
-1.3202,0.69988,0,0,0,0,9.4078,0.69988,1.3202,0
