"vector:0","vector:1","vector:2","scalar1","scalar2","scalar3","Points:0","Points:1","Points:2"
1.7125,-0,0,0.25322,0.25322,0.024929,5.5517,0.16981,0
1.7649,-0,0,0.23183,0.23183,0.013458,6.6708,0.12305,0
1.5496,-0,0,0.037245,0.037245,0.011775,3.3292,0.12305,0
1.7943,-0,0,0.60478,0.60478,0.046275,8.2714,0.22515,0
1.3843,-0,0,-0.012042,-0.012042,0.034961,1.7286,0.22515,0
1.2073,-0,0,2.2753,2.2753,0.31653,5.5596,0.64665,0
1.2152,-0,0,2.2186,2.2186,0.31437,4.9763,0.64666,0
1.8156,-0,0,0.63218,0.63218,0.041295,9.5731,0.21073,0
1.1282,-0,0,-0.058539,-0.058539,0.025082,0.42693,0.21073,0
1.2971,-0,0,-0.019358,-0.019358,0.05837,1.1544,0.29999,0
1.7446,0,0,0.9006,0.9006,0.081627,8.8456,0.29999,0
1.0858,-0,0,1.6494,1.6494,0.40614,0.22392,0.86099,0
0.54121,0,0,3.5186,3.5186,0.46489,9.7761,0.86099,0
1.2548,-0,0,2.2986,2.2986,0.30274,8.4805,0.61928,0
1.2974,-0,0,0.80721,0.80721,0.25791,1.5195,0.61928,0
1.3484,-0,0,-0.01319,-0.01319,0.010441,1.7213,0.12357,0
1.8,-0,0,0.30959,0.30959,0.014015,8.2787,0.12357,0
0.33989,0,0,4.7568,4.7568,0.48884,2.3817,0.93458,0
0.27354,-0,0,3.9195,3.9195,0.49113,7.6183,0.93458,0
1.3841,-0,0,1.9799,1.9799,0.25388,8.4429,0.5564,0
1.3342,-0,0,0.42488,0.42488,0.21004,1.5571,0.5564,0
1.4379,0,0,0.0012839,0.0012839,0.033077,2.0947,0.21488,0
1.8025,-0,0,0.54911,0.54911,0.042127,7.9053,0.21488,0
1.5891,0,0,0.068643,0.068643,0.012364,3.8645,0.12402,0
1.7167,-0,0,0.95047,0.95047,0.095106,8.2173,0.32621,0
1.3948,-0,0,0.019978,0.019978,0.07382,1.7827,0.32621,0
1.3112,-0,0,-0.026497,-0.026497,0.034645,1.2303,0.23013,0
1.8013,0,0,0.65354,0.65354,0.048699,8.7697,0.23013,0
1.2822,-0,0,-0.033054,-0.033054,0.030229,1.049,0.21737,0
1.8127,0,0,0.6235,0.6235,0.043736,8.951,0.21737,0
1.5809,-0,0,0.082398,0.082398,0.0029047,5.9693,0.059356,0
1.6206,-0,0,0.51129,0.51129,0.088801,4.5738,0.3286,0
1.6689,-0,0,0.71086,0.71086,0.092509,5.9621,0.32872,0
1.8445,-0,0,0.40913,0.40913,0.01829,9.7756,0.13962,0
1.0555,-0,0,-0.13261,-0.13261,0.01033,0.22445,0.13962,0
0.63171,-0,0,3.5548,3.5548,0.45383,5.5648,0.84485,0
0.64003,-0,0,3.5945,3.5945,0.45283,4.97,0.84443,0
1.4771,-0,0,0.041064,0.041064,0.0022806,4.5737,0.054787,0
1.1022,-0,0,0.01312,0.01312,0.16097,0.26724,0.54198,0
1.4148,-0,0,1.9758,1.9758,0.24456,9.7328,0.54198,0
1.1006,-0,0,0.010217,0.010217,0.11884,0.25915,0.46681,0
1.5446,0,0,1.6352,1.6352,0.18834,9.7408,0.46681,0
1.629,-0,0,0.23312,0.23312,0.03967,4.4043,0.21908,0
1.5058,-0,0,1.2329,1.2329,0.18503,5.2981,0.47656,0
1.5052,-0,0,1.2262,1.2262,0.18486,5.2416,0.47661,0
1.5957,-0,0,0.17391,0.17391,0.040002,3.87,0.22244,0
1.7322,0,0,0.39881,0.39881,0.040523,6.1315,0.215,0
1.1575,-0,0,-0.062407,-0.062407,0.012358,0.63012,0.14487,0
1.8141,0,0,0.41154,0.41154,0.01959,9.3699,0.14487,0
1.5517,-0,0,0.11083,0.11083,0.038822,3.3345,0.2224,0
1.7382,-0,0,0.46878,0.46878,0.043998,6.6655,0.2224,0
1.5025,-0,0,0.054452,0.054452,0.037441,2.799,0.22236,0
1.758,-0,0,0.51649,0.51649,0.044459,7.201,0.22236,0
0.75353,0,0,3.201,3.201,0.42988,8.9904,0.79667,0
1.0345,-0,0,2.7629,2.7629,0.3938,1.0096,0.79667,0
1.4491,-0,0,0.011645,0.011645,0.035873,2.2633,0.22223,0
1.7803,-0,0,0.55889,0.55889,0.044845,7.7367,0.22223,0
1.7421,0,0,0.87382,0.87382,0.080438,8.5432,0.29816,0
1.3433,-0,0,-0.010161,-0.010161,0.059787,1.4568,0.29816,0
1.3093,-0,0,-0.028154,-0.028154,0.03386,1.1648,0.22885,0
1.8129,-0,0,0.6524,0.6524,0.048077,8.8352,0.22885,0
1.8921,0,0,0.32107,0.32107,0.015824,8.0596,0.13125,0
1.4558,-0,0,-0.0099698,-0.0099698,0.012092,1.9404,0.13125,0
1.0539,-0,0,2.6967,2.6967,0.36048,9.0967,0.69428,0
1.2177,-0,0,0.85057,0.85057,0.30271,0.90327,0.69428,0
1.331,0,0,0.043283,0.043283,0.0030407,4.3727,0.059179,0
1.8014,0,0,0.6684,0.6684,0.046987,9.3075,0.2252,0
1.1975,-0,0,-0.044712,-0.044712,0.030498,0.69251,0.2252,0
1.0113,-0,0,4.0196,4.0196,0.46318,0.048852,0.9515,0
0.20018,0,0,3.9456,3.9456,0.49516,9.9511,0.9515,0
1.0891,-0,0,-0.029207,-0.029207,0.30686,0.15805,0.75892,0
0.86621,-0,0,3.0246,3.0246,0.40656,9.8419,0.75892,0
1.3165,-0,0,1.9655,1.9655,0.27657,5.6985,0.59508,0
1.7432,-0,0,0.20777,0.20777,0.013822,6.1361,0.12559,0
1.3225,-0,0,1.8525,1.8525,0.27309,4.8374,0.59508,0
1.7891,0,0,0.64096,0.64096,0.052858,8.0189,0.24141,0
1.4245,-0,0,0.00074138,0.00074138,0.041175,1.9811,0.24141,0
1.5728,-0,0,0.4888,0.4888,0.098681,4.0939,0.3496,0
1.8072,0,0,0.74363,0.74363,0.053392,9.843,0.24,0
1.0516,-0,0,-0.029437,-0.029437,0.030174,0.15699,0.24,0
1.6648,-0,0,0.40725,0.40725,0.060656,4.9997,0.26841,0
1.3434,-0,0,-0.019274,-0.019274,0.03909,1.4453,0.24144,0
1.7897,-0,0,0.67743,0.67743,0.053326,8.5547,0.24144,0
1.2157,-0,0,0.045277,0.045277,0.20874,0.64509,0.58823,0
1.3146,-0,0,2.1801,2.1801,0.27986,9.3549,0.58823,0
1.7112,-0,0,0.61352,0.61352,0.067457,6.5043,0.2775,0
1.5633,-0,0,0.2089,0.2089,0.060649,3.4957,0.2775,0
1.4673,-0,0,0.056061,0.056061,0.056555,2.4238,0.27755,0
1.7429,-0,0,0.72331,0.72331,0.06896,7.5762,0.27755,0
1.6687,-0,0,0.30467,0.30467,0.042165,4.9645,0.22341,0
1.5187,-0,0,0.12734,0.12734,0.058745,2.9597,0.27754,0
1.7275,-0,0,0.67177,0.67177,0.068266,7.0403,0.27754,0
0.88137,-0,0,3.2521,3.2521,0.4133,2.6202,0.79393,0
0.76614,0,0,3.2143,3.2143,0.42683,7.3798,0.79393,0
0.85605,-0,0,3.2728,3.2728,0.41664,3.1561,0.79393,0
0.77182,0,0,3.221,3.221,0.42624,6.8439,0.79393,0
1.8501,-0,0,0.12219,0.12219,0.0021572,9.9511,0.048462,0
0.99001,0,0,-0.78134,-0.78134,0.0011282,0.048929,0.048462,0
0.77877,0,0,3.2323,3.2323,0.4255,6.308,0.79394,0
0.83538,-0,0,3.2743,3.2743,0.41911,3.692,0.79394,0
0.81894,-0,0,3.2681,3.2681,0.42104,4.2279,0.79393,0
1.0554,-0,0,2.5078,2.5078,0.40546,0.45628,0.83732,0
0.61984,-0,0,3.4044,3.4044,0.45344,9.5437,0.83732,0
1.6715,-0,0,0.47188,0.47188,0.061031,5.5372,0.26698,0
1.7024,-0,0,0.36891,0.36891,0.043338,5.5722,0.22426,0
1.6049,-0,0,0.37544,0.37544,0.075628,4.1349,0.30527,0
1.1224,-0,0,-0.0024439,-0.0024439,0.23935,0.28897,0.65701,0
1.1579,-0,0,2.5247,2.5247,0.33322,9.711,0.65701,0
1.5719,-0,0,0.59573,0.59573,0.11448,4.212,0.37661,0
1.6351,0,0,0.94057,0.94057,0.12139,6.3227,0.37674,0
1.5474,-0,0,0.47995,0.47995,0.11194,3.6773,0.37674,0
1.5196,0,0,0.011304,0.011304,0.0024743,3.26,0.056262,0
1.7516,-0,0,0.091795,0.091795,0.0028542,6.74,0.056262,0
1.6456,0,0,1.0102,1.0102,0.12266,6.8585,0.37672,0
1.5157,-0,0,0.35323,0.35323,0.10889,3.1415,0.37672,0
1.6544,0,0,1.0708,1.0708,0.12374,7.3944,0.37669,0
1.4764,-0,0,0.22351,0.22351,0.10533,2.6056,0.37669,0
1.5726,-0,0,0.14037,0.14037,0.041495,3.5355,0.22917,0
1.7342,-0,0,0.46899,0.46899,0.046234,6.4645,0.22917,0
1.1572,-0,0,2.3615,2.3615,0.33418,4.4739,0.6746,0
1.7186,-0,0,0.18985,0.18985,0.017088,5.3631,0.14187,0
1.525,-0,0,0.078745,0.078745,0.040193,2.9996,0.22928,0
1.7533,-0,0,0.52003,0.52003,0.046857,7.0004,0.22928,0
1.1346,-0,0,2.4856,2.4856,0.34,6.062,0.67459,0
1.8252,0,0,0.28658,0.28658,0.014771,7.5135,0.1278,0
1.484,-0,0,0.0019051,0.0019051,0.011951,2.4865,0.1278,0
1.4682,-0,0,0.028093,0.028093,0.038698,2.4637,0.22934,0
1.7677,-0,0,0.56575,0.56575,0.047389,7.5363,0.22934,0
1.5669,0,0,0.022686,0.022686,0.0023786,3.7986,0.054187,0
1.0164,-0,0,-0.074878,-0.074878,0.040128,0.053625,0.2811,0
1.7826,-0,0,0.89565,0.89565,0.07269,9.9464,0.2811,0
1.6787,0,0,0.38552,0.38552,0.051741,5.2091,0.24697,0
1.6888,0,0,0.29643,0.29643,0.037612,5.1442,0.21091,0
1.2184,-0,0,-0.019052,-0.019052,0.061716,0.62989,0.32148,0
1.757,-0,0,1.0158,1.0158,0.093929,9.3701,0.32148,0
1.3688,-0,0,1.7842,1.7842,0.25548,5.4928,0.56917,0
1.3707,-0,0,1.718,1.718,0.25352,5.043,0.56904,0
1.8258,0,0,0.2593,0.2593,0.014622,6.9774,0.12773,0
1.5609,-0,0,0.022999,0.022999,0.012451,3.0226,0.12773,0
1.6024,0,0,0.071486,0.071486,0.0023202,6.038,0.052099,0
1.3702,-0,0,0.049204,0.049204,0.0029467,4.6656,0.058079,0
0.55304,0,0,3.5115,3.5115,0.46158,8.4412,0.85478,0
0.74385,-0,0,4.0616,4.0616,0.44627,1.5588,0.85478,0
1.8011,0,0,0.22944,0.22944,0.014393,6.4414,0.12759,0
1.6131,-0,0,0.051597,0.051597,0.012853,3.5586,0.12759,0
1.4259,0,0,0.081631,0.081631,0.0031053,5.8709,0.058091,0
1.0387,-0,0,-0.053783,-0.053783,0.30201,0.057213,0.76785,0
0.83505,-0,0,3.0691,3.0691,0.41228,9.9428,0.76785,0
0.18861,0,0,3.8848,3.8848,0.49467,8.8987,0.95283,0
0.30542,-0,0,5.9628,5.9628,0.49131,1.1013,0.95283,0
0.82382,-0,0,3.0916,3.0916,0.41589,9.1668,0.77418,0
1.1155,-0,0,1.9775,1.9775,0.36882,0.8332,0.77418,0
1.6561,-0,0,0.1523,0.1523,0.021209,4.4842,0.16031,0
1.4485,-0,0,1.7165,1.7165,0.22444,7.3007,0.52125,0
1.4049,-0,0,0.79882,0.79882,0.20018,2.6993,0.52125,0
1.4473,-0,0,1.6632,1.6632,0.22303,6.7648,0.52127,0
1.4192,-0,0,0.99127,0.99127,0.20534,3.2352,0.52127,0
1.4464,-0,0,1.6005,1.6005,0.22137,6.2289,0.52127,0
1.4288,-0,0,1.1541,1.1541,0.20959,3.7711,0.52127,0
1.4506,0,0,0.0021478,0.0021478,0.0024048,2.7236,0.057005,0
1.7569,-0,0,0.10518,0.10518,0.0029162,7.2764,0.057005,0
1.4833,0,0,1.8121,1.8121,0.21689,9.8377,0.50532,0
1.0675,-0,0,0.014815,0.014815,0.13535,0.16227,0.50532,0
1.4356,-0,0,1.2897,1.2897,0.21309,4.307,0.52125,0
1.6593,-0,0,0.085695,0.085695,0.013401,4.0944,0.12833,0
1.7263,0,0,0.28177,0.28177,0.024019,6.0457,0.16567,0
0.18641,-0,0,3.9077,3.9077,0.49483,8.4857,0.95325,0
0.27354,0,0,5.5019,5.5019,0.49239,1.5143,0.95325,0
0.18623,-0,0,3.9718,3.9718,0.49503,7.9497,0.95458,0
0.24513,0,0,5.1081,5.1081,0.49344,2.0503,0.95458,0
0.22944,-0,0,4.7524,4.7524,0.49379,2.7098,0.95448,0
0.18796,0,0,3.9996,3.9996,0.49493,7.2902,0.95448,0
0.22123,-0,0,4.5256,4.5256,0.49381,3.2449,0.95329,0
0.19238,0,0,4.0081,4.0081,0.49463,6.7551,0.95329,0
0.21361,-0,0,4.3858,4.3858,0.49402,3.7808,0.95329,0
1.5392,-0,0,1.1299,1.1299,0.16671,5.4782,0.4498,0
0.2354,0,0,4.1423,4.1423,0.49393,5.6702,0.94685,0
0.2402,-0,0,4.2244,4.2244,0.49379,4.8657,0.94685,0
0.47704,-0,0,3.8083,3.8083,0.47231,5.1456,0.88437,0
1.2783,-0,0,0.11733,0.11733,0.19265,1.0028,0.54903,0
1.399,-0,0,1.9749,1.9749,0.24909,8.9972,0.54903,0
1.3555,-0,0,0.039748,0.039748,0.11057,1.5026,0.40406,0
1.6309,-0,0,1.2837,1.2837,0.14338,8.4974,0.40406,0
1.242,-0,0,2.3383,2.3383,0.30542,9.2505,0.62139,0
1.233,-0,0,0.15629,0.15629,0.23745,0.74951,0.62139,0
1.8173,0,0,0.34642,0.34642,0.014719,9.1003,0.12599,0
1.2177,-0,0,-0.038851,-0.038851,0.009783,0.89967,0.12599,0
0.51901,0,0,3.7099,3.7099,0.46807,6.1601,0.87116,0
0.54582,-0,0,3.796,3.796,0.4661,4.3758,0.87117,0
1.4076,-0,0,-0.0045311,-0.0045311,0.037155,1.9232,0.2298,0
1.7859,0,0,0.60786,0.60786,0.048086,8.0768,0.2298,0
1.2271,-0,0,0.047152,0.047152,0.19912,0.71279,0.57102,0
1.3488,-0,0,2.0945,2.0945,0.26644,9.2872,0.57102,0
0.98501,0,0,2.8364,2.8364,0.3811,7.5874,0.72555,0
1.1026,-0,0,2.4525,2.4525,0.35937,2.4126,0.72555,0
0.98268,-0,0,2.8418,2.8418,0.38216,8.1885,0.72559,0
1.1389,-0,0,2.1994,2.1994,0.35144,1.8115,0.72559,0
0.99359,0,0,2.8288,2.8288,0.38037,7.0514,0.72556,0
1.0814,-0,0,2.5748,2.5748,0.36445,2.9486,0.72556,0
1.1643,-0,0,1.8454,1.8454,0.34252,1.3411,0.72583,0
0.97635,-0,0,2.8529,2.8529,0.3828,8.6589,0.72583,0
1.0001,0,0,2.8188,2.8188,0.37932,6.5155,0.72557,0
1.062,-0,0,2.6563,2.6563,0.36832,3.4845,0.72557,0
1.0458,-0,0,2.7108,2.7108,0.37134,4.0204,0.72557,0
1.8068,0,0,0.33682,0.33682,0.01474,8.8275,0.12646,0
1.2633,-0,0,-0.026563,-0.026563,0.010238,1.1725,0.12646,0
1.5302,-0,0,1.0684,1.0684,0.16561,5.0561,0.45054,0
1.1958,-0,0,0.00079924,0.00079924,0.1051,0.57512,0.42145,0
1.6204,0,0,1.4208,1.4208,0.15622,9.4249,0.42145,0
1.182,-0,0,0.0050322,0.0050322,0.12301,0.5382,0.45753,0
1.56,-0,0,1.579,1.579,0.18149,9.4618,0.45753,0
1.6618,-0,0,0.1309,0.1309,0.018707,4.3833,0.15054,0
1.3952,-0,0,1.9499,1.9499,0.24958,8.3864,0.55095,0
1.342,-0,0,0.42689,0.42689,0.20707,1.6136,0.55095,0
1.6845,-0,0,0.44951,0.44951,0.052497,5.8369,0.24599,0
1.3904,-0,0,0.43165,0.43165,0.18075,2.0538,0.50496,0
1.4806,-0,0,1.6947,1.6947,0.21374,7.9462,0.50496,0
1.6448,-0,0,0.62929,0.62929,0.090719,5.3627,0.32779,0
0.49547,-0,0,3.5853,3.5853,0.4703,9.147,0.87375,0
0.79528,-0,0,4.6145,4.6145,0.4495,0.85297,0.87375,0
1.6597,0,0,1.114,1.114,0.12322,7.9263,0.37423,0
1.4217,-0,0,0.098808,0.098808,0.099855,2.0737,0.37423,0
1.0522,-0,0,0.017017,0.017017,0.18165,0.12291,0.58897,0
1.3189,-0,0,2.2019,2.2019,0.28094,9.8771,0.58897,0
1.5378,-0,0,0.045635,0.045635,0.0017234,5.1688,0.046124,0
1.633,-0,0,0.32016,0.32016,0.050629,4.699,0.24598,0
1.3767,-0,0,0.46498,0.46498,0.1892,1.9976,0.51792,0
1.457,-0,0,1.7625,1.7625,0.22363,8.0024,0.51792,0
0.55444,0,0,3.6485,3.6485,0.46331,5.7439,0.8628,0
0.56851,-0,0,3.7598,3.7598,0.4625,4.792,0.8628,0
1.4235,-0,0,1.8331,1.8331,0.23704,7.77,0.53632,0
1.3823,-0,0,0.68085,0.68085,0.20577,2.23,0.53632,0
1.4462,0,0,-0.0028721,-0.0028721,0.0018142,2.1921,0.048752,0
1.85,-0,0,0.10122,0.10122,0.0023233,7.8079,0.048752,0
1.2958,-0,0,0.073933,0.073933,0.1656,1.0985,0.50603,0
1.479,-0,0,1.7654,1.7654,0.21623,8.9015,0.50603,0
0.22028,-0,0,3.9041,3.9041,0.49378,9.2124,0.94503,0
0.40169,0,0,6.6393,6.6393,0.48847,0.78756,0.94503,0
1.3249,-0,0,-0.01983,-0.01983,0.051972,1.2686,0.28103,0
1.7704,-0,0,0.82554,0.82554,0.071892,8.7314,0.28103,0
1.6676,0,0,0.50699,0.50699,0.068545,5.4476,0.28353,0
1.8007,-0,0,0.79069,0.79069,0.06055,9.6678,0.25583,0
1.113,-0,0,-0.035307,-0.035307,0.036234,0.33223,0.25583,0
1.0412,-0,0,-0.056282,-0.056282,0.37764,0.054303,0.85837,0
0.54127,0,0,3.5058,3.5058,0.46349,9.9457,0.85837,0
1.7941,-0,0,0.74179,0.74179,0.058102,9.0594,0.25116,0
1.2626,-0,0,-0.031549,-0.031549,0.039745,0.94063,0.25116,0
1.6108,-0,0,0.29598,0.29598,0.062723,4.0252,0.27844,0
1.6282,-0,0,0.068834,0.068834,0.0028015,5.5119,0.058784,0
1.5672,-0,0,0.28354,0.28354,0.074047,3.604,0.30592,0
1.6913,-0,0,0.69163,0.69163,0.081407,6.396,0.30592,0
0.76301,0,0,3.2146,3.2146,0.42919,8.536,0.79638,0
0.97839,-0,0,3.0829,3.0829,0.40261,1.464,0.79638,0
1.4596,-0,0,1.812,1.812,0.22416,8.8423,0.51666,0
1.2995,-0,0,0.10913,0.10913,0.17401,1.1577,0.51666,0
1.4786,-0,0,0.1,0.1,0.069391,2.5323,0.30614,0
1.7186,-0,0,0.81147,0.81147,0.083296,7.4677,0.30614,0
1.5269,-0,0,0.18863,0.18863,0.071892,3.0682,0.30604,0
1.7061,-0,0,0.7554,0.7554,0.082422,6.9318,0.30604,0
1.0236,-0,0,-0.10881,-0.10881,0.0090079,0.054271,0.13251,0
1.8687,0,0,0.39133,0.39133,0.016763,9.9457,0.13251,0
0.818,0,0,3.1236,3.1236,0.41762,8.3754,0.77773,0
1.0129,-0,0,2.8518,2.8518,0.39061,1.6246,0.77773,0
1.8459,-0,0,0.33568,0.33568,0.013901,9.169,0.12182,0
1.2199,0,0,-0.041927,-0.041927,0.0091178,0.83098,0.12182,0
1.4027,-0,0,1.9596,1.9596,0.24537,9.1817,0.54382,0
1.2409,-0,0,0.050454,0.050454,0.18396,0.81833,0.54382,0
1.5032,-0,0,1.2628,1.2628,0.18736,5.4118,0.47932,0
1.5607,-0,0,1.0125,1.0125,0.15192,5.3771,0.42852,0
1.4991,-0,0,1.2263,1.2263,0.18672,5.1236,0.47997,0
1.7914,0,0,0.68112,0.68112,0.055734,8.3305,0.24703,0
1.3851,-0,0,-0.011162,-0.011162,0.042007,1.6695,0.24703,0
1.5536,-0,0,0.99507,0.99507,0.15245,5.1569,0.43044,0
1.6881,0,0,0.33814,0.33814,0.040625,5.3911,0.21822,0
1.0171,-0,0,2.7958,2.7958,0.37863,4.4916,0.73255,0
0.99035,-0,0,2.8486,2.8486,0.38329,6.0443,0.73255,0
0.4644,0,0,3.6137,3.6137,0.47359,9.8417,0.88084,0
1.078,-0,0,1.5009,1.5009,0.41593,0.15827,0.88084,0
1.2967,-0,0,2.2326,2.2326,0.28684,9.6849,0.59673,0
1.1294,-0,0,0.0066006,0.0066006,0.19845,0.31509,0.59673,0
1.4594,-0,0,0.058494,0.058494,0.063333,2.3365,0.29456,0
1.7329,-0,0,0.79024,0.79024,0.077611,7.6635,0.29456,0
1.1122,-0,0,2.5958,2.5958,0.346,8.748,0.67536,0
1.2404,-0,0,1.1087,1.1087,0.2977,1.252,0.67536,0
1.5289,-0,0,1.1938,1.1938,0.17364,5.5653,0.45925,0
1.1684,-0,0,2.3061,2.3061,0.33262,3.9318,0.67638,0
1.5192,-0,0,1.0883,1.0883,0.17141,4.9705,0.45933,0
1.1812,-0,0,2.2111,2.2111,0.32895,3.3959,0.67637,0
1.1281,-0,0,2.5272,2.5272,0.34283,6.6041,0.67637,0
1.1934,-0,0,2.0852,2.0852,0.32473,2.8595,0.67687,0
1.12,-0,0,2.5533,2.5533,0.34444,7.1405,0.67687,0
1.2137,-0,0,1.8828,1.8828,0.31753,2.3236,0.67539,0
1.1197,-0,0,2.564,2.564,0.34428,7.6764,0.67539,0
1.228,-0,0,1.6291,1.6291,0.31124,1.9006,0.67544,0
1.1166,-0,0,2.5766,2.5766,0.34513,8.0994,0.67544,0
1.5116,-0,0,0.13623,0.13623,0.065842,2.8724,0.29456,0
1.7195,-0,0,0.73792,0.73792,0.076869,7.1276,0.29456,0
1.5557,-0,0,0.22456,0.22456,0.068015,3.4082,0.29453,0
1.7046,-0,0,0.67882,0.67882,0.076012,6.5918,0.29453,0
1.4524,-0,0,0.093734,0.093734,0.083322,2.265,0.3388,0
1.7004,-0,0,0.9581,0.9581,0.1018,7.735,0.3388,0
1.7386,0,0,0.23968,0.23968,0.019643,5.8736,0.15029,0
1.5964,-0,0,0.31571,0.31571,0.069924,3.9437,0.29451,0
1.6723,-0,0,0.15214,0.15214,0.01886,4.6625,0.15042,0
1.5056,-0,0,0.19454,0.19454,0.086368,2.8011,0.33827,0
1.6926,-0,0,0.90181,0.90181,0.10062,7.1989,0.33827,0
1.5698,-0,0,1.5831,1.5831,0.1805,9.652,0.456,0
1.1327,-0,0,0.0080503,0.0080503,0.11639,0.34799,0.456,0
1.5464,-0,0,0.30243,0.30243,0.088876,3.3368,0.33766,0
1.6809,-0,0,0.83772,0.83772,0.099269,6.6632,0.33766,0
1.8822,-0,0,0.34675,0.34675,0.01337,9.8415,0.11917,0
1.0502,-0,0,-0.19912,-0.19912,0.0073632,0.15846,0.11917,0
0.62837,-0,0,4.1384,4.1384,0.46026,2.3015,0.87067,0
0.51259,0,0,3.5997,3.5997,0.46817,7.6985,0.87067,0
1.6699,-0,0,0.76173,0.76173,0.097651,6.127,0.33688,0
1.5802,-0,0,0.41082,0.41082,0.091282,3.8725,0.33761,0
1.4822,-0,0,1.6293,1.6293,0.20987,7.4076,0.50144,0
1.4196,-0,0,0.64847,0.64847,0.18474,2.5924,0.50144,0
1.4808,-0,0,1.5749,1.5749,0.2085,6.8717,0.50143,0
1.4386,-0,0,0.84267,0.84267,0.18992,3.1283,0.50143,0
1.4787,-0,0,1.5113,1.5113,0.20687,6.3358,0.50141,0
1.4518,-0,0,1.0099,1.0099,0.1942,3.6642,0.50141,0
1.4604,-0,0,1.1519,1.1519,0.19776,4.2001,0.50137,0
1.6086,-0,0,0.51094,0.51094,0.09291,4.4087,0.33681,0
1.355,-0,0,2.0105,2.0105,0.26456,7.6702,0.5723,0
1.3562,-0,0,0.97174,0.97174,0.23457,2.3298,0.5723,0
1.3462,-0,0,2.0008,2.0008,0.26757,7.1507,0.57775,0
1.3563,-0,0,1.2317,1.2317,0.24492,2.8493,0.57775,0
1.3528,-0,0,1.9467,1.9467,0.26521,6.5984,0.57666,0
1.3625,-0,0,1.4132,1.4132,0.2493,3.4016,0.57666,0
1.3597,-0,0,1.8802,1.8802,0.26207,6.0642,0.57483,0
1.3621,-0,0,1.5574,1.5574,0.25339,3.9375,0.57664,0
1.3495,-0,0,2.0493,2.0493,0.26678,8.1021,0.57394,0
1.3434,-0,0,0.7189,0.7189,0.22929,1.8979,0.57394,0
1.3646,-0,0,1.6597,1.6597,0.25529,4.4717,0.57481,0
1.3726,-0,0,1.8228,1.8228,0.25547,5.9557,0.56686,0
1.3043,-0,0,0.33418,0.33418,0.21801,1.2572,0.57535,0
1.3482,-0,0,2.0905,2.0905,0.269,8.7428,0.57535,0
1.3753,-0,0,1.6264,1.6264,0.24962,4.5802,0.56682,0
1.2553,-0,0,-0.006842,-0.006842,0.0020181,1.636,0.055753,0
1.7067,0,0,0.12312,0.12312,0.0027482,8.364,0.055753,0
1.4565,-0,0,1.7436,1.7436,0.22251,7.8341,0.51694,0
1.386,-0,0,0.54303,0.54303,0.19081,2.1659,0.51694,0
0.99346,-0,0,2.8134,2.8134,0.3773,9.5213,0.71664,0
1.1752,-0,0,0.24989,0.24989,0.29999,0.47873,0.71664,0
1.7443,0,0,0.61359,0.61359,0.054673,7.48,0.24665,0
1.4641,-0,0,0.044385,0.044385,0.045012,2.52,0.24665,0
0.91282,-0,0,3.0811,3.0811,0.40425,3.8661,0.7717,0
1.3133,-0,0,2.1346,2.1346,0.27869,8.2946,0.58874,0
1.3245,-0,0,0.70534,0.70534,0.23747,1.7054,0.58874,0
0.93175,-0,0,3.062,3.062,0.40164,3.3302,0.77169,0
0.85856,-0,0,3.0981,3.0981,0.41154,6.6698,0.77169,0
0.85219,-0,0,3.0956,3.0956,0.4123,7.2058,0.77167,0
0.95482,-0,0,3.022,3.022,0.39822,2.7942,0.77167,0
1.0073,-0,0,2.8832,2.8832,0.39055,1.9658,0.77169,0
0.8428,0,0,3.0817,3.0817,0.41325,8.0342,0.77169,0
1.0758,-0,0,2.4703,2.4703,0.37743,1.1871,0.77176,0
0.83598,-0,0,3.0853,3.0853,0.414,8.8129,0.77176,0
0.97785,-0,0,2.9182,2.9182,0.39137,2.2606,0.76849,0
0.83751,0,0,3.0679,3.0679,0.41079,7.7394,0.76849,0
1.6294,0,0,1.3239,1.3239,0.1458,8.8851,0.40698,0
1.2975,-0,0,0.0047335,0.0047335,0.10723,1.1149,0.40698,0
1.7784,-0,0,0.19234,0.19234,0.014297,5.7862,0.12781,0
1.728,-0,0,0.5645,0.5645,0.054039,6.9441,0.24653,0
1.5164,-0,0,0.10388,0.10388,0.046685,3.0559,0.24653,0
0.21535,0,0,4.2967,4.2967,0.49482,5.2054,0.95387,0
1.7097,-0,0,0.50961,0.50961,0.053301,6.4082,0.24637,0
1.5618,-0,0,0.17311,0.17311,0.048134,3.5918,0.24637,0
1.7132,0,0,0.12958,0.12958,0.013746,4.7502,0.12762,0
1.579,-0,0,0.46587,0.46587,0.095643,4.0384,0.34466,0
1.183,-0,0,-0.012309,-0.012309,0.0018097,1.1754,0.05523,0
1.7079,0,0,0.13073,0.13073,0.0026208,8.8246,0.05523,0
0.46776,0,0,3.677,3.677,0.47296,8.2506,0.87962,0
0.62142,-0,0,4.4203,4.4203,0.46297,1.7494,0.87962,0
1.4634,-0,0,1.7045,1.7045,0.21918,7.5947,0.51327,0
1.4034,-0,0,0.63348,0.63348,0.19121,2.4053,0.51327,0
1.4628,-0,0,1.6571,1.6571,0.21829,7.059,0.51382,0
1.423,-0,0,0.84601,0.84601,0.19728,2.941,0.51382,0
