"concentration","vector:0","vector:1","vector:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.59572,1.4777,-2.4263e-05,0,1,0.55,5,0.55,0
0.71489,1.474,-2.2138e-05,0,1,0.56,5,0.56,0
0.83406,1.4647,-2.0002e-05,0,1,0.57,5,0.57,0
0.95322,1.4535,-1.7864e-05,0,1,0.58,5,0.58,0
1.0724,1.4423,-1.5725e-05,0,1,0.59,5,0.59,0
1.1915,1.4312,-1.3587e-05,0,1,0.6,5,0.6,0
1.3107,1.42,-1.1448e-05,0,1,0.61,5,0.61,0
1.4299,1.4088,-9.3099e-06,0,1,0.62,5,0.62,0
1.549,1.3939,-7.32e-06,0,1,0.63,5,0.63,0
1.6681,1.3753,-5.4787e-06,0,1,0.64,5,0.64,0
1.7873,1.3567,-3.6374e-06,0,1,0.65,5,0.65,0
1.9064,1.3381,-1.796e-06,0,1,0.66,5,0.66,0
2.0255,1.3195,4.5261e-08,0,1,0.67,5,0.67,0
2.1446,1.3009,1.8866e-06,0,1,0.68,5,0.68,0
2.2638,1.2804,3.6216e-06,0,1,0.69,5,0.69,0
2.3828,1.2543,5.0378e-06,0,1,0.7,5,0.7,0
2.5019,1.2283,6.4541e-06,0,1,0.71,5,0.71,0
2.621,1.2022,7.8703e-06,0,1,0.72,5,0.72,0
2.7401,1.1761,9.2866e-06,0,1,0.73,5,0.73,0
2.8592,1.1501,1.0703e-05,0,1,0.74,5,0.74,0
2.9782,1.124,1.2119e-05,0,1,0.75,5,0.75,0
3.0973,1.0905,1.2921e-05,0,1,0.76,5,0.76,0
3.2163,1.0571,1.3722e-05,0,1,0.77,5,0.77,0
3.3353,1.0236,1.4523e-05,0,1,0.78,5,0.78,0
3.4544,0.99014,1.5325e-05,0,1,0.79,5,0.79,0
3.5734,0.95667,1.6126e-05,0,1,0.8,5,0.8,0
3.6924,0.9232,1.6928e-05,0,1,0.81,5,0.81,0
3.8114,0.88405,1.7022e-05,0,1,0.82,5,0.82,0
3.9304,0.843,1.688e-05,0,1,0.83,5,0.83,0
4.0493,0.80195,1.6737e-05,0,1,0.84,5,0.84,0
4.1683,0.76089,1.6595e-05,0,1,0.85,5,0.85,0
4.2873,0.71984,1.6453e-05,0,1,0.86,5,0.86,0
4.4062,0.67879,1.6311e-05,0,1,0.87,5,0.87,0
4.5251,0.63429,1.5601e-05,0,1,0.88,5,0.88,0
4.644,0.58634,1.4323e-05,0,1,0.89,5,0.89,0
4.7629,0.53839,1.3045e-05,0,1,0.9,5,0.9,0
4.8818,0.49044,1.1767e-05,0,1,0.91,5,0.91,0
5.0007,0.44249,1.0489e-05,0,1,0.92,5,0.92,0
5.1196,0.39454,9.2105e-06,0,1,0.93,5,0.93,0
5.2385,0.34423,7.9218e-06,0,1,0.94,5,0.94,0
5.3573,0.28686,6.6015e-06,0,1,0.95,5,0.95,0
5.4762,0.22949,5.2812e-06,0,1,0.96,5,0.96,0
5.5951,0.17212,3.9609e-06,0,1,0.97,5,0.97,0
5.7139,0.11474,2.6406e-06,0,1,0.98,5,0.98,0
5.8328,0.057372,1.3203e-06,0,1,0.99,5,0.99,0
5.9517,0,0,0,1,1,5,1,0
